NomeTimeCasa;PlacarTimeCasa;NomeTimeVisitante;PlacarTimeVisitante;Rodada;DataHoraJogo
Athletico Paranaense - PR;0;Avaí - SC;1;19;15/09/2019 11:00
Grêmio - RS;3;Goiás - GO;0;19;15/09/2019 16:00
Fluminense - RJ;1;Corinthians - SP;0;19;15/09/2019 16:00
Bahia - BA;1;Fortaleza - CE;1;19;15/09/2019 16:00
São Paulo - SP;1;Csa - AL;1;19;15/09/2019 19:00
Botafogo - RJ;1;São Paulo - SP;2;20;21/09/2019 11:00
Cruzeiro - MG;1;Flamengo - RJ;2;20;21/09/2019 17:00
Corinthians - SP;2;Bahia - BA;1;20;21/09/2019 19:00
Santos - SP;0;Grêmio - RS;3;20;21/09/2019 21:00
Internacional - RS;1;Chapecoense - SC;0;20;22/09/2019 11:00
Vasco da Gama - RJ;1;Athletico Paranaense - PR;1;20;22/09/2019 16:00
Csa - AL;1;Ceará - CE;0;20;22/09/2019 16:00
Fortaleza - CE;0;Palmeiras - SP;1;20;22/09/2019 16:00
Goiás - GO;3;Fluminense - RJ;0;20;22/09/2019 19:00
Avaí - SC;1;Atlético - MG;0;20;23/09/2019 20:00
Ceará - CE;0;Cruzeiro - MG;0;21;25/09/2019 19:30
Bahia - BA;2;Botafogo - RJ;0;21;25/09/2019 21:30
São Paulo - SP;0;Goiás - GO;1;21;25/09/2019 21:30
Flamengo - RJ;3;Internacional - RS;1;21;25/09/2019 21:30
Palmeiras - SP;6;Csa - AL;2;21;26/09/2019 19:15
Grêmio - RS;6;Avaí - SC;1;21;26/09/2019 20:00
Fluminense - RJ;1;Santos - SP;1;21;26/09/2019 20:00
Athletico Paranaense - PR;4;Fortaleza - CE;1;21;26/09/2019 21:30
Chapecoense - SC;0;Corinthians - SP;1;21;02/10/2019 19:15
Atlético - MG;1;Vasco da Gama - RJ;2;21;02/10/2019 19:15
Flamengo - RJ;0;São Paulo - SP;0;22;28/09/2019 19:00
Corinthians - SP;1;Vasco da Gama - RJ;0;22;29/09/2019 11:00
Santos - SP;2;Csa - AL;0;22;29/09/2019 16:00
Internacional - RS;1;Palmeiras - SP;1;22;29/09/2019 16:00
Fluminense - RJ;2;Grêmio - RS;1;22;29/09/2019 16:00
Atlético - MG;2;Ceará - CE;1;22;29/09/2019 19:00
Athletico Paranaense - PR;1;Chapecoense - SC;1;22;29/09/2019 19:00
Goiás - GO;1;Cruzeiro - MG;0;22;30/09/2019 20:00
Fortaleza - CE;1;Botafogo - RJ;0;22;30/09/2019 20:00
Avaí - SC;0;Bahia - BA;2;22;30/09/2019 20:00
São Paulo - SP;2;Fortaleza - CE;1;23;05/10/2019 17:00
Vasco da Gama - RJ;0;Santos - SP;1;23;05/10/2019 17:00
Bahia - BA;1;Athletico Paranaense - PR;2;23;05/10/2019 19:00
Grêmio - RS;0;Corinthians - SP;0;23;05/10/2019 19:00
Cruzeiro - MG;1;Internacional - RS;1;23;05/10/2019 21:00
Chapecoense - SC;0;Flamengo - RJ;1;23;06/10/2019 11:00
Ceará - CE;0;Goiás - GO;1;23;06/10/2019 16:00
Palmeiras - SP;1;Atlético - MG;1;23;06/10/2019 16:00
Botafogo - RJ;0;Fluminense - RJ;1;23;06/10/2019 16:00
Csa - AL;3;Avaí - SC;1;23;06/10/2019 19:00
Botafogo - RJ;3;Goiás - GO;1;24;09/10/2019 19:15
Csa - AL;1;Internacional - RS;0;24;09/10/2019 19:15
Fortaleza - CE;2;Chapecoense - SC;0;24;09/10/2019 20:30
Grêmio - RS;2;Ceará - CE;1;24;09/10/2019 21:00
Bahia - BA;0;São Paulo - SP;0;24;09/10/2019 21:00
Cruzeiro - MG;0;Fluminense - RJ;0;24;09/10/2019 21:30
Santos - SP;2;Palmeiras - SP;0;24;09/10/2019 21:30
Avaí - SC;0;Vasco da Gama - RJ;0;24;10/10/2019 19:15
Corinthians - SP;2;Athletico Paranaense - PR;2;24;10/10/2019 19:15
Flamengo - RJ;3;Atlético - MG;1;24;10/10/2019 20:00
Goiás - GO;1;Csa - AL;0;25;12/10/2019 17:00
Fluminense - RJ;2;Bahia - BA;0;25;12/10/2019 19:00
Palmeiras - SP;1;Botafogo - RJ;0;25;12/10/2019 21:00
Internacional - RS;0;Santos - SP;0;25;13/10/2019 16:00
Ceará - CE;1;Avaí - SC;0;25;13/10/2019 16:00
Athletico Paranaense - PR;0;Flamengo - RJ;2;25;13/10/2019 16:00
Vasco da Gama - RJ;1;Fortaleza - CE;0;25;13/10/2019 16:00
São Paulo - SP;1;Corinthians - SP;0;25;13/10/2019 18:00
Atlético - MG;1;Grêmio - RS;4;25;13/10/2019 19:00
Chapecoense - SC;1;Cruzeiro - MG;1;25;13/10/2019 19:00
Csa - AL;2;Atlético - MG;2;26;16/10/2019 19:15
Grêmio - RS;0;Bahia - BA;1;26;16/10/2019 19:15
Fortaleza - CE;1;Flamengo - RJ;2;26;16/10/2019 20:00
Cruzeiro - MG;1;São Paulo - SP;0;26;16/10/2019 21:00
Palmeiras - SP;1;Chapecoense - SC;0;26;16/10/2019 21:00
Goiás - GO;2;Corinthians - SP;2;26;16/10/2019 21:30
Vasco da Gama - RJ;2;Botafogo - RJ;1;26;16/10/2019 21:30
Avaí - SC;0;Internacional - RS;2;26;17/10/2019 19:15
Santos - SP;2;Ceará - CE;1;26;17/10/2019 19:15
Fluminense - RJ;1;Athletico Paranaense - PR;2;26;17/10/2019 21:00
Fortaleza - CE;2;Grêmio - RS;1;27;19/10/2019 17:00
Corinthians - SP;1;Cruzeiro - MG;2;27;19/10/2019 19:00
Internacional - RS;0;Vasco da Gama - RJ;1;27;20/10/2019 16:00
São Paulo - SP;1;Avaí - SC;0;27;20/10/2019 16:00
Atlético - MG;2;Santos - SP;0;27;20/10/2019 16:00
Flamengo - RJ;2;Fluminense - RJ;0;27;20/10/2019 18:00
Athletico Paranaense - PR;1;Palmeiras - SP;1;27;20/10/2019 19:00
Chapecoense - SC;2;Goiás - GO;2;27;20/10/2019 19:00
Bahia - BA;1;Ceará - CE;2;27;21/10/2019 19:30
Botafogo - RJ;2;Csa - AL;1;27;21/10/2019 20:00
Ceará - CE;1;Vasco da Gama - RJ;1;28;26/10/2019 17:00
Corinthians - SP;0;Santos - SP;0;28;26/10/2019 17:00
Bahia - BA;2;Internacional - RS;3;28;26/10/2019 19:00
Fluminense - RJ;1;Chapecoense - SC;1;28;26/10/2019 19:30
Cruzeiro - MG;1;Fortaleza - CE;1;28;26/10/2019 21:00
São Paulo - SP;2;Atlético - MG;0;28;27/10/2019 16:00
Athletico Paranaense - PR;4;Goiás - GO;1;28;27/10/2019 16:00
Grêmio - RS;3;Botafogo - RJ;0;28;27/10/2019 16:00
Avaí - SC;1;Palmeiras - SP;2;28;27/10/2019 18:00
Flamengo - RJ;1;Csa - AL;0;28;27/10/2019 19:00
Palmeiras - SP;3;São Paulo - SP;0;29;30/10/2019 19:30
Avaí - SC;1;Fortaleza - CE;3;29;30/10/2019 19:30
Atlético - MG;0;Chapecoense - SC;2;29;30/10/2019 19:30
Ceará - CE;2;Fluminense - RJ;0;29;30/10/2019 21:30
Vasco da Gama - RJ;1;Grêmio - RS;3;29;30/10/2019 21:30
Csa - AL;2;Corinthians - SP;1;29;30/10/2019 21:30
Santos - SP;1;Bahia - BA;0;29;31/10/2019 19:15
Goiás - GO;2;Flamengo - RJ;2;29;31/10/2019 20:00
Botafogo - RJ;0;Cruzeiro - MG;2;29;31/10/2019 21:30
Internacional - RS;1;Athletico Paranaense - PR;1;29;31/10/2019 21:30
Fortaleza - CE;2;Atlético - MG;2;30;02/11/2019 17:00
Palmeiras - SP;1;Ceará - CE;0;30;02/11/2019 19:00
Fluminense - RJ;0;Vasco da Gama - RJ;0;30;02/11/2019 19:00
Chapecoense - SC;0;São Paulo - SP;3;30;02/11/2019 21:00
Flamengo - RJ;4;Corinthians - SP;1;30;03/11/2019 16:00
Athletico Paranaense - PR;1;Csa - AL;0;30;03/11/2019 18:00
Grêmio - RS;2;Internacional - RS;0;30;03/11/2019 18:00
Cruzeiro - MG;1;Bahia - BA;1;30;03/11/2019 19:00
Santos - SP;4;Botafogo - RJ;1;30;03/11/2019 19:00
Goiás - GO;2;Avaí - SC;0;30;03/11/2019 19:30
Corinthians - SP;3;Fortaleza - CE;2;31;06/11/2019 19:30
Atlético - MG;2;Goiás - GO;0;31;06/11/2019 20:00
Avaí - SC;1;Santos - SP;2;31;06/11/2019 21:00
Vasco da Gama - RJ;1;Palmeiras - SP;2;31;06/11/2019 21:30
Bahia - BA;1;Chapecoense - SC;1;31;06/11/2019 21:30
Athletico Paranaense - PR;0;Cruzeiro - MG;0;31;06/11/2019 21:30
Ceará - CE;2;Internacional - RS;0;31;07/11/2019 19:30
São Paulo - SP;0;Fluminense - RJ;2;31;07/11/2019 19:30
Botafogo - RJ;0;Flamengo - RJ;1;31;07/11/2019 20:00
Grêmio - RS;2;Csa - AL;1;31;07/11/2019 21:00
Goiás - GO;0;Santos - SP;3;32;09/11/2019 17:00
Palmeiras - SP;1;Corinthians - SP;1;32;09/11/2019 19:00
Cruzeiro - MG;0;Atlético - MG;0;32;10/11/2019 16:00
São Paulo - SP;0;Athletico Paranaense - PR;1;32;10/11/2019 16:00
Internacional - RS;2;Fluminense - RJ;1;32;10/11/2019 16:00
Flamengo - RJ;3;Bahia - BA;1;32;10/11/2019 18:00
Fortaleza - CE;1;Ceará - CE;0;32;10/11/2019 19:00
Chapecoense - SC;0;Grêmio - RS;1;32;10/11/2019 19:00
Csa - AL;0;Vasco da Gama - RJ;3;32;10/11/2019 19:00
Botafogo - RJ;2;Avaí - SC;0;32;11/11/2019 20:00
Santos - SP;1;São Paulo - SP;1;33;16/11/2019 17:00
Fluminense - RJ;1;Atlético - MG;1;33;16/11/2019 19:00
Grêmio - RS;0;Flamengo - RJ;1;33;17/11/2019 16:00
Bahia - BA;1;Palmeiras - SP;1;33;17/11/2019 16:00
Corinthians - SP;0;Internacional - RS;0;33;17/11/2019 18:00
Chapecoense - SC;1;Ceará - CE;0;33;17/11/2019 18:00
Athletico Paranaense - PR;1;Botafogo - RJ;0;33;17/11/2019 18:00
Fortaleza - CE;3;Csa - AL;0;33;17/11/2019 19:00
Vasco da Gama - RJ;1;Goiás - GO;1;33;18/11/2019 19:30
Cruzeiro - MG;0;Avaí - SC;0;33;18/11/2019 20:00
Flamengo - RJ;4;Vasco da Gama - RJ;4;34;13/11/2019 21:30
Santos - SP;4;Cruzeiro - MG;1;34;23/11/2019 21:00
Goiás - GO;4;Bahia - BA;3;34;24/11/2019 16:00
Atlético - MG;0;Athletico Paranaense - PR;1;34;24/11/2019 16:00
Palmeiras - SP;1;Grêmio - RS;2;34;24/11/2019 16:00
Botafogo - RJ;1;Corinthians - SP;0;34;24/11/2019 18:00
Avaí - SC;0;Chapecoense - SC;1;34;24/11/2019 19:00
Internacional - RS;2;Fortaleza - CE;2;34;24/11/2019 19:00
Ceará - CE;1;São Paulo - SP;1;34;24/11/2019 19:00
Csa - AL;0;Fluminense - RJ;1;34;25/11/2019 20:00
Chapecoense - SC;0;Botafogo - RJ;1;35;27/11/2019 19:30
Internacional - RS;1;Goiás - GO;2;35;27/11/2019 19:30
Bahia - BA;1;Atlético - MG;1;35;27/11/2019 21:00
Athletico Paranaense - PR;2;Grêmio - RS;0;35;27/11/2019 21:30
Corinthians - SP;3;Avaí - SC;0;35;27/11/2019 21:30
Flamengo - RJ;4;Ceará - CE;1;35;27/11/2019 21:30
Fluminense - RJ;1;Palmeiras - SP;0;35;28/11/2019 19:30
Fortaleza - CE;2;Santos - SP;1;35;28/11/2019 20:00
São Paulo - SP;1;Vasco da Gama - RJ;0;35;28/11/2019 20:30
Cruzeiro - MG;0;Csa - AL;1;35;28/11/2019 21:30
Botafogo - RJ;0;Internacional - RS;1;36;30/11/2019 19:00
Ceará - CE;1;Athletico Paranaense - PR;1;36;30/11/2019 19:00
Goiás - GO;1;Fortaleza - CE;2;36;01/12/2019 16:00
Avaí - SC;1;Fluminense - RJ;1;36;01/12/2019 16:00
Palmeiras - SP;1;Flamengo - RJ;3;36;01/12/2019 16:00
Atlético - MG;2;Corinthians - SP;1;36;01/12/2019 18:00
Csa - AL;1;Bahia - BA;2;36;01/12/2019 18:00
Santos - SP;2;Chapecoense - SC;0;36;01/12/2019 19:00
Grêmio - RS;3;São Paulo - SP;0;36;01/12/2019 19:00
Vasco da Gama - RJ;1;Cruzeiro - MG;0;36;02/12/2019 20:00
Athletico Paranaense - PR;1;Santos - SP;0;37;04/12/2019 19:00
Atlético - MG;2;Botafogo - RJ;0;37;04/12/2019 19:30
Ceará - CE;0;Corinthians - SP;1;37;04/12/2019 19:30
Chapecoense - SC;3;Csa - AL;0;37;04/12/2019 21:00
São Paulo - SP;2;Internacional - RS;1;37;04/12/2019 21:30
Fluminense - RJ;0;Fortaleza - CE;0;37;04/12/2019 21:30
Palmeiras - SP;5;Goiás - GO;1;37;05/12/2019 19:15
Bahia - BA;1;Vasco da Gama - RJ;1;37;05/12/2019 19:15
Grêmio - RS;2;Cruzeiro - MG;0;37;05/12/2019 19:15
Flamengo - RJ;6;Avaí - SC;1;37;05/12/2019 20:00
Internacional - RS;2;Atlético - MG;1;38;08/12/2019 16:00
Cruzeiro - MG;0;Palmeiras - SP;2;38;08/12/2019 16:00
Fortaleza - CE;2;Bahia - BA;1;38;08/12/2019 16:00
Corinthians - SP;1;Fluminense - RJ;2;38;08/12/2019 16:00
Santos - SP;4;Flamengo - RJ;0;38;08/12/2019 16:00
Vasco da Gama - RJ;1;Chapecoense - SC;1;38;08/12/2019 16:00
Botafogo - RJ;1;Ceará - CE;1;38;08/12/2019 16:00
Avaí - SC;0;Athletico Paranaense - PR;0;38;08/12/2019 16:00
Goiás - GO;3;Grêmio - RS;2;38;08/12/2019 16:00
Csa - AL;1;São Paulo - SP;2;38;08/12/2019 16:00
Fortaleza - CE;0;Athletico Paranaense - PR;2;1;08/08/2020 19:00
Coritiba - PR;0;Internacional - RS;1;1;08/08/2020 19:30
Sport - PE;3;Ceará - CE;2;1;08/08/2020 21:00
Flamengo - RJ;0;Atlético - MG;1;1;09/08/2020 16:00
Santos - SP;1;Red Bull Bragantino - SP;1;1;09/08/2020 16:00
Grêmio - RS;1;Fluminense - RJ;0;1;09/08/2020 19:00
Botafogo - RJ;1;Bahia - BA;2;1;30/09/2020 21:30
Corinthians - SP;0;Atlético - GO;0;1;30/09/2020 21:30
Goiás - GO;0;São Paulo - SP;3;1;03/12/2020 19:00
Palmeiras - SP;1;Vasco da Gama - RJ;1;1;26/01/2021 20:00
Red Bull Bragantino - SP;1;Botafogo - RJ;1;2;12/08/2020 19:15
Athletico Paranaense - PR;2;Goiás - GO;1;2;12/08/2020 19:15
Atlético - MG;3;Corinthians - SP;2;2;12/08/2020 19:15
Atlético - GO;3;Flamengo - RJ;0;2;12/08/2020 20:30
Bahia - BA;1;Coritiba - PR;0;2;12/08/2020 20:30
Ceará - CE;1;Grêmio - RS;1;2;12/08/2020 21:30
Fluminense - RJ;1;Palmeiras - SP;1;2;12/08/2020 21:30
São Paulo - SP;1;Fortaleza - CE;0;2;13/08/2020 19:15
Internacional - RS;2;Santos - SP;0;2;13/08/2020 19:30
Vasco da Gama - RJ;2;Sport - PE;0;2;13/08/2020 20:00
Grêmio - RS;0;Corinthians - SP;0;3;15/08/2020 19:00
Coritiba - PR;0;Flamengo - RJ;1;3;15/08/2020 19:30
Palmeiras - SP;1;Goiás - GO;1;3;15/08/2020 21:30
Atlético - MG;2;Ceará - CE;0;3;16/08/2020 11:00
Vasco da Gama - RJ;2;São Paulo - SP;1;3;16/08/2020 16:00
Bahia - BA;2;Red Bull Bragantino - SP;1;3;16/08/2020 16:00
Fluminense - RJ;2;Internacional - RS;1;3;16/08/2020 18:00
Atlético - GO;1;Sport - PE;1;3;16/08/2020 19:00
Fortaleza - CE;0;Botafogo - RJ;0;3;16/08/2020 19:30
Santos - SP;3;Athletico Paranaense - PR;1;3;16/08/2020 19:45
Flamengo - RJ;1;Grêmio - RS;1;4;19/08/2020 19:15
Red Bull Bragantino - SP;2;Fluminense - RJ;1;4;19/08/2020 19:15
Athletico Paranaense - PR;0;Palmeiras - SP;1;4;19/08/2020 19:30
Goiás - GO;1;Fortaleza - CE;3;4;19/08/2020 20:30
Internacional - RS;3;Atlético - GO;0;4;19/08/2020 20:30
Botafogo - RJ;2;Atlético - MG;1;4;19/08/2020 21:30
Corinthians - SP;3;Coritiba - PR;1;4;19/08/2020 21:30
Sport - PE;0;Santos - SP;1;4;20/08/2020 19:15
São Paulo - SP;1;Bahia - BA;1;4;20/08/2020 20:00
Ceará - CE;0;Vasco da Gama - RJ;3;4;20/08/2020 20:00
Athletico Paranaense - PR;0;Fluminense - RJ;1;5;22/08/2020 16:00
Internacional - RS;1;Atlético - MG;0;5;22/08/2020 19:00
Goiás - GO;2;Atlético - GO;0;5;22/08/2020 21:00
Flamengo - RJ;1;Botafogo - RJ;1;5;23/08/2020 11:00
Vasco da Gama - RJ;0;Grêmio - RS;0;5;23/08/2020 16:00
Palmeiras - SP;2;Santos - SP;1;5;23/08/2020 16:00
Red Bull Bragantino - SP;1;Coritiba - PR;2;5;23/08/2020 16:00
Sport - PE;0;São Paulo - SP;1;5;23/08/2020 19:00
Ceará - CE;2;Bahia - BA;0;5;23/08/2020 20:00
Corinthians - SP;1;Fortaleza - CE;1;5;26/08/2020 21:30
Botafogo - RJ;0;Internacional - RS;2;6;29/08/2020 17:00
Fluminense - RJ;2;Vasco da Gama - RJ;1;6;29/08/2020 19:00
Bahia - BA;1;Palmeiras - SP;1;6;29/08/2020 19:00
Fortaleza - CE;3;Red Bull Bragantino - SP;0;6;29/08/2020 21:00
São Paulo - SP;2;Corinthians - SP;1;6;30/08/2020 11:00
Santos - SP;0;Flamengo - RJ;1;6;30/08/2020 16:00
Coritiba - PR;1;Sport - PE;0;6;30/08/2020 16:00
Atlético - GO;0;Ceará - CE;2;6;30/08/2020 18:00
Atlético - MG;0;Athletico Paranaense - PR;2;6;18/11/2020 19:00
Grêmio - RS;2;Goiás - GO;1;6;30/11/2020 18:00
Ceará - CE;1;Fortaleza - CE;0;7;02/09/2020 19:00
Fluminense - RJ;1;Atlético - GO;1;7;02/09/2020 19:15
Goiás - GO;1;Corinthians - SP;2;7;02/09/2020 19:15
Athletico Paranaense - PR;1;Red Bull Bragantino - SP;1;7;02/09/2020 20:30
Bahia - BA;3;Flamengo - RJ;5;7;02/09/2020 20:30
Botafogo - RJ;0;Coritiba - PR;0;7;02/09/2020 20:30
Palmeiras - SP;1;Internacional - RS;1;7;02/09/2020 21:30
Santos - SP;2;Vasco da Gama - RJ;2;7;02/09/2020 21:30
Grêmio - RS;1;Sport - PE;2;7;03/09/2020 19:00
Atlético - MG;3;São Paulo - SP;0;7;03/09/2020 20:00
Flamengo - RJ;2;Fortaleza - CE;1;8;05/09/2020 17:00
Corinthians - SP;2;Botafogo - RJ;2;8;05/09/2020 19:00
Ceará - CE;0;Santos - SP;1;8;05/09/2020 21:00
Red Bull Bragantino - SP;1;Palmeiras - SP;2;8;06/09/2020 11:00
Internacional - RS;2;Bahia - BA;2;8;06/09/2020 16:00
São Paulo - SP;3;Fluminense - RJ;1;8;06/09/2020 16:00
Vasco da Gama - RJ;1;Athletico Paranaense - PR;0;8;06/09/2020 18:00
Atlético - GO;1;Grêmio - RS;1;8;06/09/2020 19:00
Coritiba - PR;0;Atlético - MG;1;8;06/09/2020 20:30
Sport - PE;2;Goiás - GO;1;8;06/09/2020 20:30
Athletico Paranaense - PR;1;Botafogo - RJ;1;9;09/09/2020 17:30
Goiás - GO;3;Coritiba - PR;3;9;09/09/2020 18:00
Fortaleza - CE;1;Sport - PE;0;9;09/09/2020 18:00
São Paulo - SP;1;Red Bull Bragantino - SP;1;9;09/09/2020 19:15
Fluminense - RJ;1;Flamengo - RJ;2;9;09/09/2020 21:30
Santos - SP;3;Atlético - MG;1;9;09/09/2020 21:30
Corinthians - SP;0;Palmeiras - SP;2;9;10/09/2020 19:15
Internacional - RS;2;Ceará - CE;0;9;10/09/2020 19:15
Bahia - BA;0;Grêmio - RS;2;9;10/09/2020 19:15
Vasco da Gama - RJ;1;Atlético - GO;2;9;10/09/2020 21:00
Athletico Paranaense - PR;1;Coritiba - PR;0;10;12/09/2020 16:30
Santos - SP;2;São Paulo - SP;2;10;12/09/2020 19:00
Fluminense - RJ;2;Corinthians - SP;1;10;13/09/2020 16:00
Grêmio - RS;1;Fortaleza - CE;1;10;13/09/2020 16:00
Atlético - MG;2;Red Bull Bragantino - SP;1;10;13/09/2020 18:00
Bahia - BA;0;Atlético - GO;1;10;13/09/2020 18:00
Ceará - CE;2;Flamengo - RJ;0;10;13/09/2020 18:00
Goiás - GO;1;Internacional - RS;0;10;13/09/2020 18:00
Palmeiras - SP;2;Sport - PE;2;10;13/09/2020 19:45
Botafogo - RJ;2;Vasco da Gama - RJ;3;10;13/09/2020 20:30
São Paulo - SP;1;Athletico Paranaense - PR;0;11;26/08/2020 19:00
Corinthians - SP;3;Bahia - BA;2;11;16/09/2020 21:30
Fortaleza - CE;1;Internacional - RS;0;11;19/09/2020 19:00
Red Bull Bragantino - SP;4;Ceará - CE;2;11;19/09/2020 19:00
Atlético - GO;3;Atlético - MG;4;11;19/09/2020 21:00
Grêmio - RS;1;Palmeiras - SP;1;11;20/09/2020 16:00
Coritiba - PR;1;Vasco da Gama - RJ;0;11;20/09/2020 16:00
Botafogo - RJ;0;Santos - SP;0;11;20/09/2020 18:15
Sport - PE;1;Fluminense - RJ;0;11;20/09/2020 20:30
Flamengo - RJ;2;Goiás - GO;1;11;13/10/2020 18:00
Sport - PE;1;Corinthians - SP;0;12;23/09/2020 21:30
Internacional - RS;1;São Paulo - SP;1;12;26/09/2020 19:00
Athletico Paranaense - PR;1;Bahia - BA;0;12;26/09/2020 19:00
Atlético - MG;3;Grêmio - RS;1;12;26/09/2020 21:00
Vasco da Gama - RJ;1;Red Bull Bragantino - SP;1;12;27/09/2020 11:00
Palmeiras - SP;1;Flamengo - RJ;1;12;27/09/2020 16:00
Ceará - CE;2;Goiás - GO;2;12;27/09/2020 18:15
Atlético - GO;1;Botafogo - RJ;1;12;27/09/2020 18:15
Santos - SP;1;Fortaleza - CE;1;12;27/09/2020 20:30
Fluminense - RJ;4;Coritiba - PR;0;12;28/09/2020 20:00
Grêmio - RS;1;Internacional - RS;1;13;03/10/2020 17:00
Palmeiras - SP;2;Ceará - CE;1;13;03/10/2020 19:00
Red Bull Bragantino - SP;0;Corinthians - SP;0;13;03/10/2020 21:00
Botafogo - RJ;1;Fluminense - RJ;1;13;04/10/2020 11:00
Coritiba - PR;1;São Paulo - SP;1;13;04/10/2020 16:00
Flamengo - RJ;3;Athletico Paranaense - PR;1;13;04/10/2020 16:00
Bahia - BA;1;Sport - PE;2;13;04/10/2020 18:15
Fortaleza - CE;0;Atlético - GO;0;13;04/10/2020 18:15
Goiás - GO;2;Santos - SP;3;13;04/10/2020 18:15
Atlético - MG;4;Vasco da Gama - RJ;1;13;04/10/2020 20:30
Corinthians - SP;1;Santos - SP;1;14;07/10/2020 19:00
Flamengo - RJ;3;Sport - PE;0;14;07/10/2020 19:15
Bahia - BA;3;Vasco da Gama - RJ;0;14;07/10/2020 19:15
Grêmio - RS;2;Coritiba - PR;1;14;07/10/2020 19:15
São Paulo - SP;3;Atlético - GO;0;14;07/10/2020 20:30
Goiás - GO;2;Fluminense - RJ;4;14;07/10/2020 20:30
Botafogo - RJ;2;Palmeiras - SP;1;14;07/10/2020 21:30
Fortaleza - CE;2;Atlético - MG;1;14;07/10/2020 21:30
Athletico Paranaense - PR;0;Ceará - CE;0;14;08/10/2020 19:00
Red Bull Bragantino - SP;0;Internacional - RS;2;14;08/10/2020 21:00
Vasco da Gama - RJ;1;Flamengo - RJ;2;15;10/10/2020 17:00
Palmeiras - SP;0;São Paulo - SP;2;15;10/10/2020 19:00
Coritiba - PR;0;Fortaleza - CE;0;15;10/10/2020 19:00
Atlético - MG;3;Goiás - GO;0;15;10/10/2020 21:00
Santos - SP;2;Grêmio - RS;1;15;11/10/2020 16:00
Fluminense - RJ;1;Bahia - BA;0;15;11/10/2020 16:00
Atlético - GO;2;Red Bull Bragantino - SP;1;15;11/10/2020 18:15
Sport - PE;1;Botafogo - RJ;2;15;11/10/2020 18:15
Internacional - RS;2;Athletico Paranaense - PR;1;15;11/10/2020 20:30
Ceará - CE;2;Corinthians - SP;1;15;11/10/2020 20:30
Palmeiras - SP;1;Coritiba - PR;3;16;14/10/2020 18:00
Grêmio - RS;3;Botafogo - RJ;1;16;14/10/2020 19:15
Santos - SP;0;Atlético - GO;1;16;14/10/2020 20:30
Athletico Paranaense - PR;0;Corinthians - SP;1;16;14/10/2020 21:30
Atlético - MG;1;Fluminense - RJ;1;16;14/10/2020 21:30
Sport - PE;3;Internacional - RS;5;16;14/10/2020 21:30
Flamengo - RJ;1;Red Bull Bragantino - SP;1;16;15/10/2020 20:00
Goiás - GO;1;Bahia - BA;1;16;16/10/2020 20:00
Vasco da Gama - RJ;0;Fortaleza - CE;0;16;19/11/2020 19:00
Ceará - CE;1;São Paulo - SP;1;16;25/11/2020 19:15
Atlético - GO;1;Athletico Paranaense - PR;1;17;17/10/2020 19:00
Fluminense - RJ;2;Ceará - CE;2;17;17/10/2020 19:00
Coritiba - PR;1;Santos - SP;2;17;17/10/2020 19:00
São Paulo - SP;0;Grêmio - RS;0;17;17/10/2020 21:00
Corinthians - SP;1;Flamengo - RJ;5;17;18/10/2020 16:00
Internacional - RS;2;Vasco da Gama - RJ;0;17;18/10/2020 18:15
Red Bull Bragantino - SP;2;Sport - PE;0;17;18/10/2020 20:30
Fortaleza - CE;2;Palmeiras - SP;0;17;18/10/2020 20:30
Bahia - BA;3;Atlético - MG;1;17;19/10/2020 20:00
Botafogo - RJ;0;Goiás - GO;0;17;19/10/2020 20:00
Vasco da Gama - RJ;1;Corinthians - SP;2;18;21/10/2020 21:30
Red Bull Bragantino - SP;2;Goiás - GO;0;18;24/10/2020 17:00
Ceará - CE;2;Coritiba - PR;1;18;24/10/2020 19:00
Atlético - MG;0;Sport - PE;0;18;24/10/2020 21:00
Atlético - GO;0;Palmeiras - SP;3;18;25/10/2020 16:00
Fluminense - RJ;3;Santos - SP;1;18;25/10/2020 16:00
Athletico Paranaense - PR;1;Grêmio - RS;2;18;25/10/2020 18:15
Internacional - RS;2;Flamengo - RJ;2;18;25/10/2020 18:15
Bahia - BA;2;Fortaleza - CE;1;18;11/11/2020 18:45
São Paulo - SP;4;Botafogo - RJ;0;18;09/12/2020 21:30
Botafogo - RJ;2;Ceará - CE;2;19;31/10/2020 17:00
Corinthians - SP;1;Internacional - RS;0;19;31/10/2020 19:00
Coritiba - PR;1;Atlético - GO;0;19;31/10/2020 19:00
Fortaleza - CE;0;Fluminense - RJ;1;19;31/10/2020 21:00
Sport - PE;1;Athletico Paranaense - PR;0;19;01/11/2020 16:00
Flamengo - RJ;1;São Paulo - SP;4;19;01/11/2020 16:00
Santos - SP;3;Bahia - BA;1;19;01/11/2020 18:15
Goiás - GO;1;Vasco da Gama - RJ;1;19;01/11/2020 20:30
Palmeiras - SP;3;Atlético - MG;0;19;02/11/2020 17:00
Grêmio - RS;2;Red Bull Bragantino - SP;1;19;02/11/2020 20:00
Athletico Paranaense - PR;2;Fortaleza - CE;1;20;07/11/2020 18:00
São Paulo - SP;2;Goiás - GO;1;20;07/11/2020 19:00
Atlético - GO;1;Corinthians - SP;1;20;07/11/2020 21:00
Internacional - RS;2;Coritiba - PR;2;20;08/11/2020 16:00
Vasco da Gama - RJ;0;Palmeiras - SP;1;20;08/11/2020 16:00
